    Updating crates.io index
   Compiling lazy_static v1.5.0
   Compiling simd-adler32 v0.3.10
   Compiling wasmtime-internal-unwinder v47.0.4
   Compiling rayon-core v1.13.0
   Compiling adler2 v2.0.1
   Compiling miniz_oxide v0.8.9
   Compiling wit-parser v0.252.0
   Compiling fs-set-times v0.20.3
   Compiling rustix-linux-procfs v0.1.1
   Compiling wasmtime-internal-fiber v47.0.4
   Compiling wasmtime-internal-jit-debug v47.0.4
   Compiling darling_macro v0.20.11
   Compiling webpki-roots v1.0.9
   Compiling toml_datetime v0.7.5+spec-1.1.0
   Compiling dirs-sys-next v0.1.2
   Compiling wasmtime-internal-cache v47.0.4
   Compiling ambient-authority v0.0.2
   Compiling wasmtime-internal-component-macro v47.0.4
   Compiling foldhash v0.1.5
   Compiling getrandom v0.3.4
   Compiling maybe-owned v0.3.4
   Compiling base64ct v1.8.3
   Compiling io-lifetimes v3.0.1
   Compiling wasmtime-internal-cranelift v47.0.4
   Compiling fixedbitset v0.4.2
   Compiling hashbrown v0.15.5
   Compiling pem-rfc7468 v0.7.0
   Compiling petgraph v0.6.5
   Compiling toml v0.9.12+spec-1.1.0
   Compiling directories-next v2.0.0
   Compiling darling v0.20.11
   Compiling flate2 v1.1.9
   Compiling futures v0.3.33
   Compiling wasmtime v47.0.4
   Compiling der_derive v0.7.3
   Compiling debugid v0.8.0
   Compiling wasmtime-internal-wit-bindgen v47.0.4
   Compiling num-integer v0.1.46
   Compiling flagset v0.4.7
   Compiling prettyplease v0.2.37
   Compiling const-oid v0.9.6
   Compiling unicode-properties v0.1.4
   Compiling io-extras v0.19.0
   Compiling leb128 v0.2.7
   Compiling unicode-bidi v0.3.18
   Compiling wast v35.0.2
   Compiling wasm-compose v0.252.0
   Compiling stringprep v0.1.5
   Compiling fxprof-processed-profile v0.8.1
   Compiling der v0.7.10
   Compiling rayon v1.12.0
   Compiling derive_builder_core v0.20.2
   Compiling ittapi v0.4.0
   Compiling wasmtime-internal-jit-icache-coherence v47.0.4
   Compiling addr2line v0.26.1
   Compiling memfd v0.6.5
   Compiling bytemuck_derive v1.11.0
   Compiling hmac v0.13.0
   Compiling md-5 v0.11.0
   Compiling wasmparser v0.253.0
   Compiling naga v29.0.4
   Compiling deranged v0.5.8
   Compiling thread_local v1.1.10
   Compiling byteorder v1.5.0
   Compiling unicode-xid v0.2.6
   Compiling konst_macro_rules v0.2.19
   Compiling fallible-iterator v0.2.0
   Compiling bit-vec v0.9.1
   Compiling num-conv v0.2.2
   Compiling powerfmt v0.2.0
   Compiling cap-primitives v4.0.3
   Compiling ash v0.38.0+1.3.281
   Compiling siphasher v1.0.3
   Compiling time-core v0.1.9
   Compiling bit-set v0.9.1
   Compiling postgres-protocol v0.6.12
   Compiling phf_shared v0.13.1
   Compiling time v0.3.54
   Compiling prost v0.14.4
   Compiling konst v0.2.20
   Compiling bytemuck v1.25.2
   Compiling const_format_proc_macros v0.2.34
   Compiling rand_core v0.9.5
   Compiling derive_builder_macro v0.20.2
   Compiling spki v0.7.3
   Compiling witx v0.9.1
   Compiling num-bigint v0.4.8
   Compiling serde_urlencoded v0.7.1
   Compiling regex v1.13.1
   Compiling tower-http v0.6.11
   Compiling half v2.7.1
   Compiling opentelemetry v0.31.0
   Compiling postgres-derive v0.4.9
   Compiling pin-project-internal v1.1.13
   Compiling wasmparser v0.254.0
   Compiling codespan-reporting v0.13.1
   Compiling rustc_version v0.4.1
   Compiling geo-types v0.7.19
   Compiling rand_core v0.6.4
   Compiling zstd v0.13.3
   Compiling spirv v0.4.0+sdk-1.4.341.0
   Compiling libloading v0.8.9
   Compiling wiggle-macro v47.0.4
   Compiling cap-std v4.0.3
   Compiling array-init v2.1.0
   Compiling cidr v0.2.3
   Compiling arrayvec v0.7.8
   Compiling rustc-hash v1.1.0
   Compiling rustversion v1.0.23
   Compiling bit-vec v0.6.3
   Compiling raw-window-handle v0.6.2
   Compiling hexf-parse v0.2.1
   Compiling postgres-types v0.2.14
   Compiling wgpu-types v29.0.4
   Compiling wasm-encoder v0.253.0
   Compiling wiggle-generate v47.0.4
   Compiling pin-project v1.1.13
   Compiling curve25519-dalek v4.1.3
   Compiling const_format v0.2.36
   Compiling derive_builder v0.20.2
   Compiling rand_chacha v0.9.0
   Compiling prost-types v0.14.4
   Compiling phf v0.13.1
   Compiling sharded-slab v0.1.7
   Compiling axum-core v0.5.6
   Compiling matchers v0.2.0
   Compiling tokio-stream v0.1.19
   Compiling tracing-serde v0.2.0
   Compiling strum_macros v0.27.2
   Compiling getset v0.1.7
   Compiling wgpu-hal v29.0.4
   Compiling whoami v2.1.2
   Compiling gpu-descriptor-types v0.2.0
   Compiling utf8parse v0.2.2
   Compiling strum v0.27.2
   Compiling io-extras v0.18.4
   Compiling topological-sort v0.2.2
   Compiling nu-ansi-term v0.50.3
   Compiling fixedbitset v0.5.7
   Compiling cap-fs-ext v4.0.3
   Compiling presser v0.3.1
   Compiling parking v2.2.1
   Compiling matchit v0.8.4
   Compiling event-listener v5.4.2
   Compiling petgraph v0.8.3
   Compiling tracing-subscriber v0.3.23
   Compiling axum v0.8.9
   Compiling wasm-encoder v0.254.0
   Compiling auditable-serde v0.9.0
   Compiling anstyle-parse v1.0.0
   Compiling gpu-descriptor v0.3.2
   Compiling oci-spec v0.9.0
   Compiling tokio-postgres v0.7.18
   Compiling rand v0.9.5
   Compiling wasm-metadata v0.253.0
   Compiling wit-parser v0.253.0
   Compiling rand_chacha v0.3.1
   Compiling wgpu-naga-bridge v29.0.4
   Compiling hyper-timeout v0.5.2
   Compiling spdx v0.13.4
   Compiling olpc-cjson v0.1.4
   Compiling curve25519-dalek-derive v0.1.1
   Compiling darling_core v0.23.0
   Compiling ordered-float v5.3.0
   Compiling proc-macro2-diagnostics v0.10.1
   Compiling http-auth v0.1.10
   Compiling colorchoice v1.0.5
   Compiling cap-primitives v3.4.5
   Compiling portable-atomic v1.14.0
   Compiling hex v0.4.3
   Compiling is_terminal_polyfill v1.70.2
   Compiling unicase v2.9.0
   Compiling multimap v0.10.1
   Compiling profiling v1.0.18
   Compiling anstyle-query v1.1.5
   Compiling anstyle v1.0.14
   Compiling prost-build v0.14.4
   Compiling anstream v1.0.0
   Compiling wit-component v0.253.0
   Compiling wasm-metadata v0.254.0
   Compiling darling_macro v0.23.0
   Compiling rand v0.8.7
   Compiling event-listener-strategy v0.5.4
   Compiling wit-parser v0.254.0
   Compiling pbjson-build v0.8.0
   Compiling gpu-allocator v0.28.0
   Compiling pkcs8 v0.10.2
   Compiling ed25519 v2.2.3
   Compiling terminal_size v0.4.4
   Compiling wgpu-core v29.0.4
   Compiling toml_datetime v1.1.1+spec-1.1.0
   Compiling clap_lex v1.1.0
   Compiling yansi v1.0.1
   Compiling cap-std v3.4.5
   Compiling litrs v1.0.0
   Compiling clap_builder v4.6.5
   Compiling toml v1.1.4+spec-1.1.0
   Compiling ed25519-dalek v2.2.0
   Compiling document-features v0.2.12
   Compiling signatory v0.27.1
   Compiling pbjson-types v0.8.0
   Compiling async-broadcast v0.7.2
   Compiling wit-component v0.254.0
   Compiling darling v0.23.0
   Compiling opentelemetry_sdk v0.31.0
   Compiling wgpu-core-deps-windows-linux-android v29.0.4
   Compiling num-rational v0.4.2
   Compiling num-iter v0.1.46
   Compiling deadpool-runtime v0.1.4
   Compiling serde_spanned v0.6.9
   Compiling toml_datetime v0.6.11
   Compiling docker_credential v1.4.0
   Compiling clap_derive v4.6.4
   Compiling nix v0.31.3
   Compiling num-complex v0.4.6
   Compiling num_cpus v1.17.0
   Compiling bigdecimal v0.4.10
   Compiling uncased v0.9.10
   Compiling etcetera v0.11.0
   Compiling names v0.14.0
   Compiling toml_write v0.1.2
   Compiling cranelift-frontend v0.134.4
   Compiling cranelift-native v0.134.4
   Compiling data-encoding v2.11.0
   Compiling base16ct v1.0.0
   Compiling unsafe-libyaml v0.2.11
   Compiling wasm-pkg-common v0.16.1
   Compiling nkeys v0.4.5
   Compiling toml_edit v0.22.27
   Compiling num v0.4.3
   Compiling deadpool v0.12.3
   Compiling clap v4.6.5
   Compiling bon-macros v3.9.3
   Compiling pear_codegen v0.2.9
   Compiling postgres v0.19.14
   Compiling arc-swap v1.9.2
   Compiling bigdecimal v0.3.1
   Compiling opentelemetry-http v0.31.0
   Compiling x509-cert v0.2.5
   Compiling callback-future v0.1.0
   Compiling itertools v0.13.0
   Compiling combine v4.6.7
   Compiling tryhard v0.5.2
   Compiling pbjson v0.8.0
   Compiling secrecy v0.10.3
   Compiling serde_nanos v0.1.4
   Compiling crossbeam-channel v0.5.16
   Compiling serde_repr v0.1.21
   Compiling figment v0.10.19
   Compiling pastey v0.2.3
   Compiling tagptr v0.2.0
   Compiling inlinable_string v0.1.15
   Compiling base64 v0.23.0
   Compiling home v0.5.12
   Compiling etcetera v0.10.0
   Compiling pear v0.2.9
   Compiling moka v0.12.15
   Compiling bon v3.9.3
   Compiling pg_bigdecimal v0.1.5
   Compiling toml v0.8.23
   Compiling redis v0.27.6
   Compiling cap-net-ext v3.4.5
   Compiling deadpool-postgres v0.14.1
   Compiling serde_yaml v0.9.34+deprecated
   Compiling ulid v1.2.1
   Compiling opentelemetry-appender-tracing v0.31.1
   Compiling tracing-opentelemetry v0.32.1
   Compiling fuzzy-matcher v0.3.7
   Compiling webpki-roots v0.26.11
   Compiling console v0.15.11
   Compiling filetime v0.2.29
   Compiling hostname v0.4.2
   Compiling sysinfo v0.32.1
   Compiling glob v0.3.4
   Compiling shell-words v1.1.1
   Compiling humantime v2.4.0
   Compiling opentelemetry-semantic-conventions v0.31.0
   Compiling dialoguer v0.11.0
   Compiling tar v0.4.46
   Compiling ctrlc v3.5.2
   Compiling clap_complete v4.6.8
   Compiling clap-markdown v0.1.5
   Compiling serde_yaml_ng v0.9.36
   Compiling humansize v2.1.3
   Compiling wasi-preview1-component-adapter-provider v46.0.2
   Compiling wasmtime-wasi-io v47.0.4
   Compiling wiggle v47.0.4
   Compiling wasi-gfx-runtime-shared v0.2.0
   Compiling wasmtime-wasi v47.0.4
   Compiling rustls-webpki v0.103.13
   Compiling jsonwebtoken v10.4.0
   Compiling tokio-rustls v0.26.4
   Compiling rustls-platform-verifier v0.7.0
   Compiling hyper-rustls v0.27.9
   Compiling tonic v0.14.6
   Compiling tokio-postgres-rustls v0.13.0
   Compiling async-nats v0.49.1
   Compiling reqwest v0.13.4
   Compiling reqwest v0.12.28
   Compiling oci-client v0.17.0
   Compiling tonic-prost v0.14.6
   Compiling opentelemetry-proto v0.31.0
   Compiling opentelemetry-otlp v0.31.1
   Compiling oci-wasm v0.6.0
   Compiling wasm-pkg-client v0.16.1
   Compiling wasm-pkg-core v0.16.1
   Compiling wasi-webgpu-wasmtime v0.2.0
   Compiling wasmtime-wasi-http v47.0.4
   Compiling wash-runtime v2.8.0 (/home/jake/sbomit-overhead-experiment/repos/wasmCloud/crates/wash-runtime)
   Compiling wash v2.8.0 (/home/jake/sbomit-overhead-experiment/repos/wasmCloud/crates/wash)
    Finished `release` profile [optimized] target(s) in 5m 27s
