go mod tidy
github.com/kubeovn/kube-ovn/pkg/internal
gopkg.in/inf.v0
github.com/fxamacker/cbor/v2
go/doc
go/parser
crypto/elliptic
github.com/vishvananda/netlink/nl
k8s.io/utils/internal/third_party/forked/golang/net
crypto/internal/boring/bbig
k8s.io/utils/net
encoding/asn1
crypto/rand
crypto/dsa
net/textproto
vendor/golang.org/x/net/http/httpproxy
golang.org/x/net/idna
crypto/ed25519
crypto/rsa
github.com/google/gopacket
google.golang.org/protobuf/internal/encoding/messageset
vendor/golang.org/x/net/http/httpguts
mime/multipart
google.golang.org/protobuf/internal/genid
google.golang.org/protobuf/internal/order
google.golang.org/protobuf/internal/strs
google.golang.org/protobuf/reflect/protoregistry
google.golang.org/protobuf/runtime/protoiface
google.golang.org/protobuf/internal/descfmt
google.golang.org/protobuf/internal/descopts
encoding/json
google.golang.org/protobuf/internal/encoding/text
github.com/go-openapi/swag/netutils
golang.org/x/net/http/httpguts
k8s.io/client-go/util/connrotation
k8s.io/utils/dump
google.golang.org/protobuf/proto
vendor/golang.org/x/crypto/cryptobyte
crypto/x509/pkix
google.golang.org/protobuf/internal/protolazy
github.com/go-openapi/swag/fileutils
uuid
github.com/google/gnostic-models/jsonschema
github.com/pkg/errors
github.com/mdlayher/ethernet
github.com/google/gopacket/layers
golang.org/x/net/bpf
golang.org/x/sync/errgroup
golang.org/x/net/internal/socket
github.com/mdlayher/netx/eui64
github.com/scylladb/go-set/strset
database/sql/driver
gopkg.in/natefinch/lumberjack.v2
golang.org/x/net/internal/socks
google.golang.org/protobuf/internal/encoding/defval
k8s.io/utils/pointer
github.com/vishvananda/netlink
github.com/containernetworking/cni/pkg/types
github.com/digitalocean/go-openvswitch/ovs
github.com/ovn-kubernetes/libovsdb/ovsdb
sigs.k8s.io/json/internal/golang/encoding/json
k8s.io/apimachinery/pkg/util/validation/field
log/slog
crypto/ecdsa
github.com/containernetworking/cni/pkg/ns
github.com/containernetworking/cni/pkg/utils
github.com/containernetworking/cni/pkg/types/internal
github.com/json-iterator/go
go.uber.org/zap/zapcore
github.com/evanphx/json-patch/v5/internal/json
github.com/containernetworking/cni/pkg/types/020
k8s.io/apimachinery/pkg/util/framer
google.golang.org/protobuf/internal/filedesc
github.com/containernetworking/cni/pkg/types/040
google.golang.org/protobuf/encoding/prototext
sigs.k8s.io/yaml
github.com/containernetworking/cni/pkg/types/100
github.com/containernetworking/cni/pkg/types/create
github.com/go-openapi/jsonpointer
github.com/go-openapi/swag/jsonutils/adapters/ifaces
github.com/go-logr/logr
k8s.io/klog/v2/internal/sloghandler
github.com/containernetworking/cni/pkg/version
github.com/go-openapi/swag/jsonutils/adapters/stdlib/json
github.com/google/uuid
gopkg.in/evanphx/json-patch.v4
github.com/containernetworking/cni/pkg/skel
github.com/ovn-kubernetes/libovsdb/mapper
k8s.io/klog/v2/internal/serialize
github.com/go-logr/logr/slogr
github.com/containernetworking/cni/pkg/invoke
k8s.io/klog/v2
k8s.io/klog/v2/textlogger
github.com/go-openapi/jsonreference
k8s.io/apimachinery/pkg/util/mergepatch
go.uber.org/zap/internal
github.com/ovn-kubernetes/libovsdb/model
github.com/go-openapi/swag/jsonutils/adapters
github.com/mdlayher/socket
k8s.io/kube-openapi/pkg/internal
golang.org/x/net/ipv4
golang.org/x/net/ipv6
crypto/x509
github.com/containernetworking/cni/libcni
github.com/evanphx/json-patch/v5
gopkg.in/k8snetworkplumbingwg/multus-cni.v4/pkg/logging
sigs.k8s.io/json
golang.org/x/net/proxy
github.com/go-openapi/swag/jsonutils
google.golang.org/protobuf/internal/encoding/tag
k8s.io/apimachinery/pkg/runtime/serializer/cbor/internal/modes
github.com/kubeovn/kube-ovn/pkg/ovsdb/ovnnb
k8s.io/apimachinery/pkg/util/json
github.com/go-openapi/swag/yamlutils
encoding/gob
sigs.k8s.io/controller-runtime/pkg/log
k8s.io/apimachinery/pkg/util/yaml
google.golang.org/protobuf/internal/impl
debug/dwarf
github.com/go-playground/universal-translator
github.com/leodido/go-urn
k8s.io/apimachinery/pkg/util/validation
k8s.io/apimachinery/pkg/runtime/serializer/cbor/direct
k8s.io/streaming/pkg/runtime
golang.org/x/text/internal/language
github.com/mdlayher/packet
net/mail
github.com/ovn-kubernetes/libovsdb/database
golang.org/x/net/icmp
github.com/ovn-kubernetes/libovsdb/ovsdb/serverdb
k8s.io/apimachinery/pkg/api/resource
sigs.k8s.io/structured-merge-diff/v6/value
k8s.io/apimachinery/pkg/labels
k8s.io/apimachinery/pkg/util/intstr
github.com/mdlayher/arp
github.com/ovn-kubernetes/libovsdb/updates
google.golang.org/protobuf/encoding/protodelim
github.com/prometheus/procfs/internal/fs
github.com/mdlayher/ndp
github.com/stretchr/testify/assert/yaml
github.com/prometheus/procfs
github.com/stretchr/testify/internal/difflib
github.com/stretchr/testify/internal/spew
internal/nettest
debug/macho
runtime/trace
golang.org/x/text/internal/language/compact
github.com/kubeovn/kube-ovn/pkg/ovsdb/ovnsb
github.com/kubeovn/kube-ovn/pkg/ovsdb/vswitch
github.com/kubeovn/kube-ovn/versions
text/tabwriter
text/template/parse
github.com/pmezard/go-difflib/difflib
testing
k8s.io/utils/trace
golang.org/x/text/language
go/printer
k8s.io/apimachinery/pkg/util/diff
github.com/gabriel-vasile/mimetype/internal/magic
k8s.io/client-go/util/keyutil
crypto/tls
sigs.k8s.io/structured-merge-diff/v6/fieldpath
golang.org/x/text/internal
text/template
golang.org/x/text/cases
github.com/ovn-kubernetes/libovsdb/cache
github.com/cenkalti/rpc2
github.com/gabriel-vasile/mimetype
github.com/cenkalti/rpc2/jsonrpc
go/format
github.com/go-playground/validator/v10
sigs.k8s.io/structured-merge-diff/v6/typed
github.com/ovn-kubernetes/libovsdb/modelgen
github.com/kubeovn/kube-ovn/pkg/aclsampling
sigs.k8s.io/structured-merge-diff/v6/merge
k8s.io/client-go/applyconfigurations/internal
google.golang.org/protobuf/internal/filetype
google.golang.org/protobuf/runtime/protoimpl
google.golang.org/protobuf/types/known/anypb
google.golang.org/protobuf/types/known/timestamppb
google.golang.org/protobuf/types/descriptorpb
github.com/prometheus/client_model/go
github.com/google/gnostic-models/extensions
net/http/httptrace
k8s.io/client-go/util/cert
net/http/internal/httpcommon
golang.org/x/net/internal/httpcommon
github.com/prometheus/common/model
net/http/internal/http2
github.com/prometheus/client_golang/prometheus/internal
net/http
k8s.io/apimachinery/pkg/util/runtime
golang.org/x/oauth2/internal
github.com/moul/http2curl
github.com/google/gnostic-models/compiler
net/http/cookiejar
github.com/go-openapi/swag/loading
k8s.io/streaming/pkg/httpstream
expvar
k8s.io/apimachinery/pkg/util/httpstream
net/http/httputil
github.com/moby/spdystream/spdy
golang.org/x/net/http2
github.com/gorilla/websocket
go.uber.org/zap
golang.org/x/net/websocket
github.com/emicklei/go-restful/v3
github.com/prometheus/common/expfmt
k8s.io/apimachinery/pkg/runtime
k8s.io/client-go/features
k8s.io/apimachinery/pkg/util/wait
github.com/go-openapi/swag
k8s.io/client-go/util/workqueue
golang.org/x/oauth2
golang.org/x/net/publicsuffix
github.com/moby/spdystream
github.com/google/gnostic-models/openapiv2
github.com/google/gnostic-models/openapiv3
k8s.io/streaming/pkg/httpstream/wsstream
net/http/httptest
github.com/parnurzeal/gorequest
k8s.io/streaming/pkg/httpstream/spdy
github.com/prometheus/client_golang/prometheus
github.com/stretchr/testify/assert
github.com/kubeovn/kube-ovn/pkg/request
github.com/go-logr/zapr
k8s.io/apimachinery/pkg/util/net
github.com/kubeovn/kube-ovn/pkg/netconf
k8s.io/apimachinery/pkg/util/httpstream/spdy
k8s.io/apimachinery/pkg/runtime/serializer/recognizer
k8s.io/apimachinery/pkg/runtime/serializer/streaming
k8s.io/client-go/tools/clientcmd/api
k8s.io/apimachinery/pkg/watch
k8s.io/client-go/transport
k8s.io/apimachinery/pkg/apis/meta/v1
github.com/stretchr/testify/require
github.com/ovn-kubernetes/libovsdb/client
k8s.io/kube-openapi/pkg/util/proto
k8s.io/kube-openapi/pkg/validation/spec
github.com/k8snetworkplumbingwg/network-attachment-definition-client/pkg/apis/k8s.cni.cncf.io/v1
k8s.io/apimachinery/pkg/api/errors
k8s.io/api/apidiscovery/v2beta1
k8s.io/apimachinery/pkg/apis/meta/v1/unstructured
k8s.io/api/admissionregistration/v1
k8s.io/api/apidiscovery/v2
k8s.io/apimachinery/pkg/api/meta
k8s.io/api/coordination/v1
k8s.io/api/apiserverinternal/v1alpha1
k8s.io/api/authentication/v1
k8s.io/api/authorization/v1
k8s.io/api/certificates/v1alpha1
k8s.io/apimachinery/pkg/api/equality
k8s.io/api/flowcontrol/v1
k8s.io/api/core/v1
k8s.io/apimachinery/pkg/api/validate
k8s.io/api/flowcontrol/v1beta1
k8s.io/api/flowcontrol/v1beta2
k8s.io/api/flowcontrol/v1beta3
k8s.io/api/policy/v1
k8s.io/api/policy/v1beta1
k8s.io/api/coordination/v1alpha2
k8s.io/apimachinery/pkg/runtime/serializer/versioning
k8s.io/api/coordination/v1beta1
k8s.io/api/rbac/v1
k8s.io/api/rbac/v1alpha1
k8s.io/api/authentication/v1alpha1
k8s.io/api/authentication/v1beta1
k8s.io/api/rbac/v1beta1
k8s.io/api/resource/v1alpha3
k8s.io/api/authorization/v1beta1
k8s.io/api/scheduling/v1alpha2
k8s.io/api/storagemigration/v1beta1
k8s.io/apimachinery/pkg/runtime/serializer/json
k8s.io/apimachinery/pkg/runtime/serializer/protobuf
k8s.io/apimachinery/pkg/apis/meta/v1/validation
k8s.io/kube-openapi/pkg/schemaconv
k8s.io/apimachinery/pkg/runtime/serializer/cbor
k8s.io/client-go/pkg/apis/clientauthentication
k8s.io/client-go/rest/watch
k8s.io/apimachinery/pkg/api/validation
k8s.io/kube-openapi/pkg/spec3
k8s.io/apimachinery/pkg/runtime/serializer
k8s.io/apimachinery/pkg/api/meta/testrestmapper
k8s.io/apimachinery/pkg/util/strategicpatch
k8s.io/client-go/pkg/apis/clientauthentication/v1
k8s.io/client-go/pkg/apis/clientauthentication/v1beta1
k8s.io/client-go/util/retry
k8s.io/apimachinery/pkg/util/remotecommand
k8s.io/apiextensions-apiserver/pkg/apis/apiextensions
k8s.io/apimachinery/pkg/apis/meta/v1beta1
k8s.io/client-go/util/consistencydetector
k8s.io/client-go/pkg/apis/clientauthentication/install
k8s.io/apimachinery/pkg/util/managedfields/internal
k8s.io/api/admissionregistration/v1alpha1
k8s.io/api/admissionregistration/v1beta1
k8s.io/apimachinery/pkg/apis/meta/internalversion
k8s.io/client-go/plugin/pkg/client/auth/exec
k8s.io/apiextensions-apiserver/pkg/apis/apiextensions/v1
k8s.io/apimachinery/pkg/apis/meta/internalversion/scheme
k8s.io/client-go/tools/pager
k8s.io/apimachinery/pkg/apis/meta/internalversion/validation
k8s.io/client-go/util/watchlist
k8s.io/client-go/rest
k8s.io/kube-openapi/pkg/common
k8s.io/apimachinery/pkg/util/managedfields
k8s.io/kube-openapi/pkg/handler3
k8s.io/client-go/testing
k8s.io/client-go/util/apply
k8s.io/client-go/transport/spdy
k8s.io/client-go/metadata
k8s.io/client-go/transport/websocket
k8s.io/client-go/tools/cache
k8s.io/client-go/dynamic
k8s.io/client-go/openapi
k8s.io/client-go/gentype
k8s.io/client-go/listers
k8s.io/client-go/listers/apiserverinternal/v1alpha1
k8s.io/client-go/listers/coordination/v1beta1
k8s.io/client-go/listers/flowcontrol/v1
k8s.io/client-go/listers/coordination/v1
k8s.io/client-go/listers/coordination/v1alpha2
k8s.io/client-go/listers/admissionregistration/v1beta1
k8s.io/client-go/listers/admissionregistration/v1
k8s.io/client-go/listers/rbac/v1
k8s.io/client-go/listers/admissionregistration/v1alpha1
k8s.io/client-go/listers/rbac/v1beta1
k8s.io/client-go/listers/flowcontrol/v1beta1
k8s.io/client-go/listers/rbac/v1alpha1
k8s.io/client-go/listers/flowcontrol/v1beta2
k8s.io/client-go/listers/flowcontrol/v1beta3
k8s.io/client-go/listers/certificates/v1alpha1
k8s.io/client-go/listers/resource/v1alpha3
k8s.io/client-go/listers/scheduling/v1alpha2
k8s.io/client-go/listers/storagemigration/v1beta1
k8s.io/api/discovery/v1beta1
k8s.io/api/apps/v1beta1
k8s.io/api/discovery/v1
k8s.io/api/certificates/v1beta1
k8s.io/api/certificates/v1
k8s.io/api/autoscaling/v2
k8s.io/api/batch/v1
k8s.io/api/autoscaling/v1
k8s.io/api/events/v1beta1
k8s.io/api/events/v1
github.com/kubeovn/kube-ovn/pkg/apis/kubeovn/v1
k8s.io/api/node/v1
k8s.io/api/apps/v1
k8s.io/api/apps/v1beta2
k8s.io/api/networking/v1beta1
k8s.io/api/networking/v1
k8s.io/api/node/v1alpha1
k8s.io/api/node/v1beta1
k8s.io/api/resource/v1
k8s.io/api/resource/v1beta1
k8s.io/api/resource/v1beta2
k8s.io/api/scheduling/v1
k8s.io/api/scheduling/v1beta1
k8s.io/api/storage/v1
k8s.io/api/storage/v1alpha1
k8s.io/api/storage/v1beta1
k8s.io/api/batch/v1beta1
k8s.io/client-go/tools/reference
k8s.io/client-go/tools/remotecommand
kubevirt.io/api/backup/v1alpha1
k8s.io/api/extensions/v1beta1
github.com/openshift/custom-resource-status/conditions/v1
k8s.io/client-go/listers/apps/v1beta1
kubevirt.io/controller-lifecycle-operator-sdk/api
kubevirt.io/containerized-data-importer-api/pkg/apis/core/v1beta1
k8s.io/client-go/listers/autoscaling/v1
k8s.io/client-go/listers/autoscaling/v2
k8s.io/client-go/listers/batch/v1
k8s.io/client-go/listers/batch/v1beta1
k8s.io/client-go/listers/certificates/v1
k8s.io/client-go/listers/apps/v1
k8s.io/client-go/listers/certificates/v1beta1
k8s.io/client-go/listers/core/v1
k8s.io/client-go/listers/discovery/v1
k8s.io/client-go/listers/discovery/v1beta1
k8s.io/client-go/listers/events/v1
k8s.io/client-go/listers/apps/v1beta2
k8s.io/client-go/listers/events/v1beta1
k8s.io/client-go/listers/networking/v1
k8s.io/client-go/listers/networking/v1beta1
k8s.io/client-go/listers/node/v1
k8s.io/client-go/listers/node/v1alpha1
k8s.io/client-go/listers/node/v1beta1
k8s.io/client-go/listers/policy/v1
k8s.io/client-go/listers/policy/v1beta1
github.com/kubeovn/kube-ovn/pkg/client/clientset/versioned/scheme
k8s.io/client-go/listers/scheduling/v1
k8s.io/client-go/listers/scheduling/v1beta1
k8s.io/client-go/listers/storage/v1
k8s.io/client-go/listers/storage/v1alpha1
sigs.k8s.io/network-policy-api/apis/v1alpha1
sigs.k8s.io/network-policy-api/apis/v1alpha2
k8s.io/client-go/listers/storage/v1beta1
k8s.io/client-go/listers/resource/v1beta2
k8s.io/client-go/listers/resource/v1
kubevirt.io/api/core/v1
k8s.io/client-go/listers/resource/v1beta1
k8s.io/client-go/kubernetes/scheme
k8s.io/client-go/listers/extensions/v1beta1
k8s.io/client-go/discovery
k8s.io/client-go/kubernetes/typed/authentication/v1beta1
k8s.io/client-go/kubernetes/typed/authentication/v1alpha1
k8s.io/client-go/kubernetes/typed/authorization/v1
k8s.io/client-go/kubernetes/typed/authentication/v1
k8s.io/client-go/kubernetes/typed/authorization/v1beta1
k8s.io/client-go/restmapper
k8s.io/client-go/applyconfigurations/meta/v1
sigs.k8s.io/controller-runtime/pkg/client/apiutil
k8s.io/client-go/applyconfigurations/certificates/v1alpha1
k8s.io/client-go/applyconfigurations/apiserverinternal/v1alpha1
k8s.io/client-go/applyconfigurations/coordination/v1alpha2
k8s.io/client-go/applyconfigurations/certificates/v1
k8s.io/client-go/applyconfigurations/coordination/v1beta1
k8s.io/client-go/applyconfigurations/autoscaling/v1
k8s.io/client-go/applyconfigurations/certificates/v1beta1
k8s.io/client-go/applyconfigurations/coordination/v1
k8s.io/client-go/applyconfigurations/flowcontrol/v1
k8s.io/client-go/applyconfigurations/flowcontrol/v1beta2
k8s.io/client-go/applyconfigurations/autoscaling/v2
k8s.io/client-go/applyconfigurations/flowcontrol/v1beta1
k8s.io/client-go/applyconfigurations/admissionregistration/v1
k8s.io/client-go/applyconfigurations/core/v1
k8s.io/client-go/applyconfigurations/flowcontrol/v1beta3
k8s.io/client-go/applyconfigurations/policy/v1
k8s.io/client-go/kubernetes/typed/certificates/v1alpha1
k8s.io/client-go/kubernetes/typed/coordination/v1
k8s.io/client-go/kubernetes/typed/coordination/v1alpha2
k8s.io/client-go/kubernetes/typed/coordination/v1beta1
k8s.io/client-go/kubernetes/typed/certificates/v1
k8s.io/client-go/kubernetes/typed/flowcontrol/v1beta2
k8s.io/client-go/kubernetes/typed/autoscaling/v1
k8s.io/client-go/kubernetes/typed/flowcontrol/v1
k8s.io/client-go/kubernetes/typed/apiserverinternal/v1alpha1
k8s.io/client-go/kubernetes/typed/certificates/v1beta1
k8s.io/client-go/kubernetes/typed/autoscaling/v2
k8s.io/client-go/kubernetes/typed/flowcontrol/v1beta1
k8s.io/client-go/kubernetes/typed/admissionregistration/v1
k8s.io/client-go/applyconfigurations/admissionregistration/v1alpha1
k8s.io/client-go/applyconfigurations/policy/v1beta1
k8s.io/client-go/applyconfigurations/admissionregistration/v1beta1
k8s.io/client-go/applyconfigurations/rbac/v1
k8s.io/client-go/applyconfigurations/rbac/v1alpha1
k8s.io/client-go/kubernetes/typed/flowcontrol/v1beta3
k8s.io/client-go/applyconfigurations/rbac/v1beta1
k8s.io/client-go/applyconfigurations/scheduling/v1
k8s.io/client-go/applyconfigurations/resource/v1alpha3
k8s.io/client-go/kubernetes/typed/policy/v1
k8s.io/client-go/applyconfigurations/scheduling/v1alpha2
k8s.io/client-go/applyconfigurations/scheduling/v1beta1
k8s.io/client-go/applyconfigurations/storagemigration/v1beta1
sigs.k8s.io/controller-runtime/pkg/client
k8s.io/client-go/kubernetes/typed/rbac/v1
k8s.io/client-go/kubernetes/typed/policy/v1beta1
k8s.io/client-go/kubernetes/typed/scheduling/v1
k8s.io/client-go/kubernetes/typed/rbac/v1beta1
k8s.io/client-go/kubernetes/typed/rbac/v1alpha1
k8s.io/client-go/kubernetes/typed/resource/v1alpha3
k8s.io/client-go/kubernetes/typed/admissionregistration/v1alpha1
k8s.io/client-go/kubernetes/typed/scheduling/v1beta1
k8s.io/client-go/kubernetes/typed/scheduling/v1alpha2
k8s.io/client-go/kubernetes/typed/storagemigration/v1beta1
k8s.io/client-go/kubernetes/typed/admissionregistration/v1beta1
k8s.io/client-go/applyconfigurations/events/v1
k8s.io/client-go/applyconfigurations/events/v1beta1
k8s.io/client-go/applyconfigurations/node/v1
k8s.io/client-go/applyconfigurations/discovery/v1
k8s.io/client-go/applyconfigurations/node/v1alpha1
k8s.io/client-go/applyconfigurations/discovery/v1beta1
k8s.io/client-go/applyconfigurations/node/v1beta1
k8s.io/client-go/applyconfigurations/apps/v1beta1
k8s.io/client-go/applyconfigurations/apps/v1
k8s.io/client-go/applyconfigurations/batch/v1
k8s.io/client-go/applyconfigurations/networking/v1beta1
k8s.io/client-go/kubernetes/typed/core/v1
k8s.io/client-go/applyconfigurations/apps/v1beta2
k8s.io/client-go/applyconfigurations/networking/v1
k8s.io/client-go/applyconfigurations/extensions/v1beta1
k8s.io/client-go/applyconfigurations/resource/v1
k8s.io/client-go/kubernetes/typed/events/v1beta1
k8s.io/client-go/kubernetes/typed/node/v1beta1
k8s.io/client-go/kubernetes/typed/node/v1alpha1
k8s.io/client-go/kubernetes/typed/discovery/v1beta1
k8s.io/client-go/kubernetes/typed/node/v1
k8s.io/client-go/kubernetes/typed/events/v1
k8s.io/client-go/kubernetes/typed/discovery/v1
k8s.io/client-go/kubernetes/typed/networking/v1beta1
k8s.io/client-go/kubernetes/typed/apps/v1beta1
k8s.io/client-go/kubernetes/typed/resource/v1
k8s.io/client-go/kubernetes/typed/networking/v1
k8s.io/client-go/applyconfigurations/resource/v1beta1
k8s.io/client-go/applyconfigurations/resource/v1beta2
k8s.io/client-go/applyconfigurations/storage/v1
k8s.io/client-go/applyconfigurations/storage/v1alpha1
k8s.io/client-go/kubernetes/typed/batch/v1
k8s.io/client-go/applyconfigurations/batch/v1beta1
k8s.io/client-go/applyconfigurations/storage/v1beta1
k8s.io/client-go/kubernetes/typed/apps/v1
sigs.k8s.io/controller-runtime/pkg/controller/controllerutil
k8s.io/client-go/kubernetes/typed/apps/v1beta2
k8s.io/client-go/kubernetes/typed/extensions/v1beta1
k8s.io/client-go/kubernetes/typed/storage/v1alpha1
k8s.io/client-go/kubernetes/typed/batch/v1beta1
k8s.io/client-go/kubernetes/typed/storage/v1
k8s.io/client-go/kubernetes/typed/resource/v1beta1
k8s.io/client-go/kubernetes/typed/storage/v1beta1
k8s.io/client-go/kubernetes/typed/resource/v1beta2
k8s.io/client-go/kubernetes
github.com/k8snetworkplumbingwg/network-attachment-definition-client/pkg/utils
k8s.io/client-go/informers/internalinterfaces
k8s.io/client-go/tools/leaderelection/resourcelock
k8s.io/client-go/informers/apiserverinternal/v1alpha1
k8s.io/client-go/informers/admissionregistration/v1
k8s.io/client-go/informers/admissionregistration/v1beta1
k8s.io/client-go/informers/admissionregistration/v1alpha1
k8s.io/client-go/informers/autoscaling/v2
k8s.io/client-go/informers/apps/v1
k8s.io/client-go/informers/certificates/v1beta1
k8s.io/client-go/informers/autoscaling/v1
k8s.io/client-go/informers/coordination/v1
k8s.io/client-go/informers/batch/v1
k8s.io/client-go/informers/apps/v1beta1
k8s.io/client-go/informers/apps/v1beta2
k8s.io/client-go/informers/batch/v1beta1
k8s.io/client-go/informers/certificates/v1
k8s.io/client-go/informers/certificates/v1alpha1
gopkg.in/k8snetworkplumbingwg/multus-cni.v4/pkg/types
github.com/kubeovn/kube-ovn/pkg/util
k8s.io/client-go/informers/coordination/v1alpha2
k8s.io/client-go/informers/coordination/v1beta1
k8s.io/client-go/informers/core/v1
k8s.io/client-go/informers/discovery/v1
k8s.io/client-go/informers/discovery/v1beta1
k8s.io/client-go/informers/events/v1
k8s.io/client-go/informers/certificates
k8s.io/client-go/informers/apiserverinternal
k8s.io/client-go/informers/events/v1beta1
k8s.io/client-go/informers/autoscaling
k8s.io/client-go/informers/extensions/v1beta1
k8s.io/client-go/informers/admissionregistration
k8s.io/client-go/informers/flowcontrol/v1
k8s.io/client-go/informers/apps
k8s.io/client-go/informers/batch
k8s.io/client-go/informers/flowcontrol/v1beta1
k8s.io/client-go/informers/flowcontrol/v1beta2
k8s.io/client-go/informers/flowcontrol/v1beta3
k8s.io/client-go/informers/networking/v1
k8s.io/client-go/informers/networking/v1beta1
k8s.io/client-go/informers/discovery
k8s.io/client-go/informers/coordination
k8s.io/client-go/informers/node/v1
k8s.io/client-go/informers/events
k8s.io/client-go/informers/node/v1alpha1
k8s.io/client-go/informers/node/v1beta1
k8s.io/client-go/informers/extensions
k8s.io/client-go/informers/policy/v1
k8s.io/client-go/informers/core
k8s.io/client-go/informers/policy/v1beta1
github.com/kubeovn/kube-ovn/pkg/ovsdb/client
k8s.io/client-go/informers/rbac/v1
k8s.io/client-go/informers/rbac/v1alpha1
k8s.io/client-go/informers/rbac/v1beta1
k8s.io/client-go/informers/resource/v1
k8s.io/client-go/informers/resource/v1alpha3
k8s.io/client-go/informers/resource/v1beta1
k8s.io/client-go/informers/flowcontrol
k8s.io/client-go/informers/resource/v1beta2
k8s.io/client-go/informers/scheduling/v1
k8s.io/client-go/informers/scheduling/v1alpha2
k8s.io/client-go/informers/networking
k8s.io/client-go/informers/scheduling/v1beta1
k8s.io/client-go/informers/storage/v1
k8s.io/client-go/informers/storage/v1alpha1
k8s.io/client-go/informers/policy
k8s.io/client-go/informers/node
k8s.io/client-go/informers/storage/v1beta1
k8s.io/client-go/informers/storagemigration/v1beta1
k8s.io/client-go/informers/rbac
k8s.io/client-go/informers/resource
k8s.io/client-go/informers/scheduling
k8s.io/client-go/informers/storagemigration
k8s.io/client-go/informers/storage
k8s.io/client-go/informers
k8s.io/client-go/tools/leaderelection
sigs.k8s.io/controller-runtime/pkg/metrics
github.com/kubeovn/kube-ovn/pkg/ovs
github.com/kubeovn/kube-ovn/cmd/acl_sample
github.com/kubeovn/kube-ovn/cmd/cni
CGO_ENABLED=0 GOOS=linux GOARCH=amd64 go build -trimpath -ldflags "-w -s -extldflags '-z now' -X github.com/kubeovn/kube-ovn/versions.COMMIT=git-2471f1a -X github.com/kubeovn/kube-ovn/versions.VERSION=v1.17.0 -X github.com/kubeovn/kube-ovn/versions.BUILDDATE=2026-09-07_00:46:14" -buildmode=pie -o /home/jake/sbomit-overhead-experiment/repos/kube-ovn/dist/images/kube-ovn-cmd -v ./cmd
internal/unsafeheader
internal/goarch
internal/byteorder
internal/coverage/rtcov
internal/godebugs
internal/profilerecord
internal/goos
math/bits
internal/goexperiment
internal/asan
internal/msan
internal/runtime/pprof/label
internal/trace/tracev2
unicode/utf8
internal/cpu
sync/atomic
cmp
encoding
internal/abi
internal/runtime/atomic
internal/runtime/syscall/linux
internal/runtime/gc
internal/runtime/sys
internal/runtime/math
unicode
unicode/utf16
log/internal
log/slog/internal
internal/nettrace
internal/strconv
github.com/kubeovn/kube-ovn/pkg/apis/kubeovn
k8s.io/apimachinery/pkg/api/validate/constraints
k8s.io/apimachinery/pkg/selection
container/list
crypto/internal/fips140/alias
crypto/internal/fips140deps/byteorder
crypto/internal/constanttime
crypto/internal/fips140deps/time
crypto/internal/boring/sig
vendor/golang.org/x/crypto/cryptobyte/asn1
vendor/golang.org/x/crypto/internal/alias
k8s.io/apimachinery/pkg/types
google.golang.org/protobuf/internal/flags
google.golang.org/protobuf/internal/set
github.com/go-openapi/swag/cmdutils
k8s.io/apimachinery/pkg/api/safe
database/sql/internal
crypto/internal/fips140/subtle
github.com/k8snetworkplumbingwg/network-attachment-definition-client/pkg/apis/k8s.cni.cncf.io
golang.org/x/net/internal/iana
k8s.io/client-go/util/exec
kubevirt.io/api/backup
kubevirt.io/api/core
kubevirt.io/containerized-data-importer-api/pkg/apis/core
github.com/go-playground/locales/currency
github.com/leodido/go-urn/scim/schema
internal/chacha8rand
internal/bytealg
internal/runtime/gc/scan
crypto/internal/fips140deps/cpu
k8s.io/utils/internal/third_party/forked/golang/golang-lru
math
go.opentelemetry.io/otel/trace/embedded
k8s.io/component-base/metrics/internal
k8s.io/apiserver/pkg/authentication/user
google.golang.org/grpc/serviceconfig
google.golang.org/grpc/encoding/internal
google.golang.org/grpc/internal/transport/internal
go.opentelemetry.io/otel/metric/embedded
go.opentelemetry.io/otel/sdk
go.opentelemetry.io/otel/exporters/otlp/otlptrace/otlptracegrpc/internal/counter
github.com/google/cel-go/common/overloads
internal/runtime/exithook
crypto/subtle
github.com/google/cel-go/common/operators
k8s.io/apiserver/pkg/apis/cel
github.com/eapache/queue
github.com/gaissmai/bart/internal/art
github.com/gaissmai/bart/internal/bitset
golang.org/x/text/encoding/internal/identifier
golang.org/x/text/internal/utf8internal
github.com/pelletier/go-toml/v2/internal/parserbridge
github.com/spf13/viper/internal/features
github.com/segmentio/fasthash/fnv1a
github.com/gaissmai/bart/internal/lpm
github.com/gaissmai/bart/internal/sparse
github.com/gaissmai/bart/internal/allot
internal/stringslite
internal/runtime/cgroup
internal/race
internal/synctest
internal/sync
internal/runtime/maps
runtime
iter
k8s.io/klog/v2/internal/dbg
internal/reflectlite
weak
sync
runtime/metrics
maps
slices
golang.org/x/exp/slices
k8s.io/apimachinery/pkg/util/sets
log/slog/internal/buffer
internal/testlog
internal/bisect
internal/singleflight
google.golang.org/protobuf/internal/pragma
crypto/internal/fips140cache
go.uber.org/zap/internal/pool
github.com/cenkalti/hub
github.com/sagikazarmark/locafero/internal/queue
unique
errors
sort
encoding/json/internal
path
io
math/rand/v2
crypto/internal/entropy/v1.0.0
vendor/golang.org/x/net/dns/dnsmessage
strconv
internal/oserror
github.com/go-viper/mapstructure/v2/internal/errors
